ques_id,language,ques,ansTitle,ansContent,translation,translation_title,ques_translation
8583,DE,"Haben Sie sich gefragt, warum der SharePoint Speicher auf Ihrem Lokalen Rechner und im Web unterschiedlich groß sind?",Datenspeicher ist unterschiedlich ,"Wenn Sie eine SharePoint Seite mit Ihrem Computer synchronisieren,  wird auf dem Lokalen Computer weniger Speicher verwendet als im  Sharepoint selber.Grund: Wenn wir Dokumente aus dem Sharepoint löschen, werden die Dokumente erst nach 30  Tagen entgültig entfernt. Bis da hin, sind sie im Papierkorb abgelegtAus diesem Grund ist der Datenspeicher im Sharepoint immer höher als Lokal auf Ihrem Rechner. ","When you synchronize a SharePoint page with your computer, less memory is used on the Local Computer than in the Sharepoint itself. Basically, if we delete documents from Sharepoint, the documents will be permanently removed after 30 days. Until then, they are in the wastebasket For this reason, the data store in sharepoint is always higher than local on your machine.",Data storage is different,Have you wondered why the SharePoint storage on your local machine and on the web are different in size?
8560,DE,Ihre SharePoint Dokumente können nicht mehr geöffnet werden?,Problematik ist auf einem Harissa Rechner aufgetaucht!! ,"Wenn Sie den Sharepoint Designer deinstallieren, werden im Internet Explorer die Add-ons auch mit deinstalliert. Wo finden Sie die Add-ons im Internet Explorer?Ein SharePoint Kunde hat auf deinem Rechner den SharePoint Designer  deinstalliert. Nach einiger Zeit versuchte der User Dokumente zu öffnen.  Leider ohne Erfolg! Hier sehen Sie eine Fehlermeldung:Was muss gemacht werden um den Fehler zu beheben?Auf Ihrem Rechner müssen Sie das Microsoft Office Paket ""reparieren""Mit der ""Repair"" funktion werden alle Add-ons wieder im IE hinzugefügt!!Wie finden Sie Ihre Add-Ons?Klicken Sie auf STARTSystemstetuerungProgramme und FeaturesSuchen Sie das Programm ""Microsoft Office Professional Plus 2013Klicken Sie oben auf ""Ändern""Jetzt erscheint ein neues Fenster mit der Frage.. Was wollen Sie tun? Klicken Sie auf ""Reparieren"" und anschließend auf ""weiter"" Dieser Prozess dauert ungefähr 10 min...Wenn die Reparatur abgeschlossen ist, müssen Sie Ihren Rechner neustarten.Nach dem Neustart, sind die Add-ons wieder im Internet Explorer ersichtlich!","If you uninstall Sharepoint Designer, Internet Explorer also uninstalls the add-ons. Where to find the add-ons in Internet Explorer A SharePoint customer has uninstalled the SharePoint Designer on your computer. After some time the user tried to open documents. Unfortunately without success! Here you see an error message: What needs to be done to fix the error On your computer you need to &quot;fix&quot; the Microsoft Office package With the &quot;repair&quot; function all add-ons are added back to IE !! How to find your Add -Ons? Click on Startup Control Programs and FeaturesSearch the program &quot;Microsoft Office Professional Plus 2013Click the top of&quot; Change &quot;Now a new window will pop up with the question .. What do you want to do? Click&quot; Repair &quot;and then&quot; Next. &quot; &quot;This process takes about 10 minutes ... When the repair is complete, you have to restart your computer. After the restart, the add-ons are visible again in Internet Explorer!",Problem has emerged on a Harissa calculator!,Can your SharePoint documents no longer be opened?
8632,DE,Möchten Sie im SharePoint eine Spalte hinzufügen zu einer bestehender Liste ?,Hinzufügen einer Spalte zu einer Liste,"Klicken Sie im Menü ""Einstellungen"" auf  ""Spalte erstellen"". Geben Sie im Abschnitt ""Name und Typ"" den Namen für das Feld ""Spaltenname"" ein.Wählen Sie unter ""Der Informationstyp in dieser Spalte ist"" den Informationstyp aus, der in der Spalte angezeigt werden soll. Geben Sie im Bereich ""Zusätzliche Spalteneinstellungen"" im Feld ""Beschreibung""  eine Beschreibung ein, damit andere Personen wissen, welchen Zweck  diese Spalte erfüllt und welche Art von Daten darin enthalten sein  sollten. Diese Beschreibung ist optional. Abhängig vom ausgewählten Spaltentyp werden im Bereich ""Zusätzliche Spalteneinstellungen"" möglicherweise weitere Optionen angezeigt. Wählen Sie die gewünschten zusätzlichen Einstellungen aus.Wenn die Spalte in der Standardansicht angezeigt werden soll, die  Benutzern beim erstmaligen Öffnen der Liste oder Bibliothek automatisch  angezeigt wird, klicken Sie auf ""Zur Standardansicht hinzufügen"".Klicken Sie auf ""OK"".","On the Settings menu, click Create Column. In the Name and Type section, enter the name for the Column Name field. Under &quot;The information type in this column,&quot; select the type of information to display in the column. In the Additional Column Settings section, enter a description in the Description field to let others know what the purpose of this column is and what kind of data should be included. This description is optional. Depending on the selected column type, additional options may appear in the Additional Column Settings area. Select the additional settings you want. If you want the column to be displayed in the default view that automatically displays to users when you first open the list or library, click Add to Default View. Click OK.",Add a column to a list,Do you want to add a column in SharePoint to an existing list?
8633,DE,Möchten Sie die eigenen SharePoint Berechtigungen löschen und Wiederherstellen der Vererbung?,Vererbung wieder aktivieren!,"Sie können die unterbrochene Berechtigungsvererbung zwischen einer  Website, einem Ordner, einer Liste, einer Bibliothek, einem  Listenelement oder einem Dokument und dem übergeordneten Inhalt  jederzeit wiederherstellen.Öffnen Sie die Liste, für die die Berechtigungsvererbung wiederhergestellt werden soll.Klicken Sie auf der Registerkarte ""Liste"" auf ""Listeneinstellungen"". (Klicken Sie in einer Dokumentbibliothek auf die Registerkarte ""Bibliothek"" und dann auf ""Bibliothekseinstellungen"".)Klicken Sie auf der Seite ""Einstellungen"" unter ""Berechtigungen und Verwaltung"" auf ""Berechtigungen für Liste"". (In einer Dokumentbibliothek klicken Sie auf ""Berechtigungen für Dokumentbibliothek"").Klicken Sie auf der Registerkarte ""Berechtigungen"" (für eine Liste oder eine Bibliothek) auf ""Eindeutige Berechtigungen löschen"".Klicken Sie auf ""OK"". In der Statusleiste für die  Liste wird jetzt “Diese Liste erbt Berechtigungen vom übergeordneten  Element.” angezeigt. Der Name des übergeordneten Objekts wird neben dem  aktualisierten Status angezeigt.","You can always restore interrupted permission inheritance between a Web site, folder, list, library, list item, or document and its parent content. Open the list for which you want to restore permission inheritance. On the List &quot;on&quot; List Settings &quot;. (In a document library, click the Library tab, then click Library Settings.) On the Settings page, under Permissions and Administration, click List Permissions. (In a document library, click Document Library Permissions.) On the Permissions tab (for a list or library), click Delete Unique Permissions. Click OK. The status bar for the list now displays &quot;This list inherits permissions from the parent.&quot; The name of the parent object appears next to the updated status.",Activate inheritance again!,Do you want to delete your own SharePoint permissions and restore the inheritance?
8653,DE,Möchten Sie im SharePoint den Zugriff für Gruppen oder Benutzer erteilen?,Zugriff erteilen für Gruppen und Benutzer,"Gehen Sie wie folgt vor, um eine SharePoint-Gruppe oder einem Benutzer Berechtigungen zu gewähren:Navigieren Sie zu der Website, die die Liste enthält, und öffnen Sie die Liste oder Bibliothek.Wählen Sie die Registerkarte ""Liste"" aus.Wählen Sie im Menüband ""Einstellungen"" und dann ""Freigegeben für"" aus.Klicken Sie im Fenster ""Freigegeben für"" auf ""Andere einladen"".Geben Sie im Dialogfeld ""Listenname"" ""freigeben für""  die Namen der Personen oder Gruppen ein, denen Sie Zugriff gewähren möchten.Nachdem Sie Namen hinzugefügt haben, können Sie auf ""Optionen anzeigen"" klicken, um die folgenden Optionen anzuzeigen: Sie können ""Eine E-Mail-Einladung senden"" auswählen und eine persönliche Nachricht eingeben. Sie können  auch die gewünschte Berechtigungsstufe für die neuen Benutzer angeben.Klicken Sie abschliessend auf ""Freigeben"".","To grant permissions to a SharePoint group or to a user: Navigate to the Web site that contains the list and open the list or library. Select the List tab. From the Ribbon, select In the Shared To window, click Invite Others. In the Share List For dialog box, type the names of the people or groups you want to grant access to. After adding names, you can click &quot;Show options&quot; to display the following options: You can select &quot;Send an e-mail invitation&quot; and enter a personal message. You can also specify the desired permission level for the new users. Finally, click Share.",Grant access for groups and users,Do you want to give access to groups or users in SharePoint?
8654,DE,Möchten Sie im SharePoint die Vererbung von Berechtigungen unterbrechen?,Berechtigung unterbrechen,"Gehen Sie wie folgt vor, um die Vererbung für eine Liste oder Bibliothek zu unterbrechen und den Zugriff darauf einzuschränken:Navigieren Sie zu der Website, die die Liste enthält, und öffnen Sie sie.Klicken Sie auf die Registerkarte ""Liste"", um das Listenmenüband zu öffnen.Klicken Sie auf ""Einstellungen"", und wählen Sie anschließend ""Einstellungen für 'Liste'"" aus.Klicken Sie auf der Seite ""Einstellungen"" unter ""Berechtigungen und Verwaltung"" auf ""Berechtigungen für Liste"", um die Seite ""Berechtigungen"" für die Liste zu öffnen. Oben auf der Seite ""Berechtigungen"" wird eine Statusleiste angezeigt, die angibt, dass die Liste die  Berechtigungen der übergeordneten Website erbt. Daneben wird der Name  der übergeordneten Website angegeben.Klicken Sie im Menüband auf ""Berechtigungsvererbung beenden"". Hierdurch wird die Liste (oder Bibliothek) von der übergeordneten Website getrennt. Nachstehend finden Sie einige wichtige Hinweise:Wenn Sie die Vererbung für eine Liste unterbrechen, besitzt die  Liste weiterhin dieselben Berechtigungseinstellungen wie vorher. Um die  Listenberechtigungen eindeutig zu machen, müssen Sie explizit neue  Berechtigungen zuweisen. Wenn Sie die Berechtigungen für die übergeordnete Website ändern, werden diese Änderungen nicht auf diese Liste angewendet.Wenn Sie die Berechtigungen der Liste ändern, erben alle Elemente  in der Liste diese Änderungen (sofern ein Element nicht über eigene  Berechtigungen verfügt).Nachdem Sie die Vererbung von Berechtigungen beendet haben, ändert  sich die Statusleiste für die Liste. Die dort angezeigte Meldung lautet  nun: ""Diese Liste hat eindeutige Berechtigungen"". Darüber hinaus ändern sich die Schaltflächen im Menüband in  ""Eigene Berechtigungen löschen"", ""Berechtigungen erteilen"",  ""Benutzerberechtigungen bearbeiten"" und ""Benutzerberechtigungen  entfernen"".Sie können diese Einstellung  jederzeit zurücksetzen und die Vererbung der Berechtigungen von einer  übergeordneten Website jederzeit wieder aufnehmen.Wichtig: Wenn die Berechtigungsvererbung  wieder aktiviert werden soll, gehen alle eigenen  Berechtigungseinstellungen für die Inhalte verloren. ","To pause or restrict inheritance for a list or library: Navigate to and open the site that contains the list. Click the List tab to open the list ribbon Click Settings, and then choose List Settings. On the Settings page, under Permissions and Administration, click List Permissions to open the Permissions page. to open for the list. At the top of the Permissions page, a status bar appears, indicating that the list inherits the permissions of the parent site. The name of the parent site is also specified. On the ribbon, click Exit Permission Inheritance. This will disconnect the list (or library) from the parent site. Here are some important hints: If you break inheritance for a list, the list will still have the same permission settings as before. To make the list permissions unique, you must explicitly assign new permissions. If you change the permissions for the parent site, those changes will not be applied to this list. If you change the permissions on the list, all the items in the list inherit those changes (unless an item has its own permissions). After you inherit permissions have been exited, the status bar for the list changes. The message displayed there reads: &quot;This list has unique permissions&quot;. In addition, the Ribbon buttons change to &quot;Delete My Permissions,&quot; &quot;Grant Permissions,&quot; &quot;Edit User Permissions,&quot; and &quot;Remove User Permissions.&quot; You can always reset this setting and resume inheriting permissions from a parent site at any time.Important : If permission inheritance is to be re-enabled, all of your content&#39;s own permission settings will be lost.",Suspend permission,Do you want to break the inheritance of permissions in SharePoint?
8634,DE,Möchten Sie im SharePoint Benutzer aus einer Gruppe entfernen?,Benutzer aus einer Gruppe entfernen,"Um den Zugriff auf eine Liste einzuschränken, entfernen Sie die  Benutzer oder Gruppen aus der Gruppe, die über die Berechtigung zum  Zugriff auf die Liste verfügt. Gehen Sie so vor, um Benutzer aus einer  Gruppe zu entfernen:Navigieren Sie zu der die Website, die die Liste enthält, und öffnen Sie die Liste, deren Zugriff eingeschränkt werden soll.Klicken Sie auf die Registerkarte ""Liste"", um das Listenmenüband zu öffnen.Klicken Sie im Menüband auf ""Einstellungen"". In einer Dokumentbibliothek lautet die Schaltfläche ""Bibliothekseinstellungen"".Klicken Sie auf der Seite ""Einstellungen"", und klicken Sie dann unter ""Berechtigungen und Verwaltung"" auf ""Berechtigungen für Liste"".Klicken Sie in der Liste ""Name"" auf den Namen der Gruppe, aus der Sie Gruppen oder Benutzer entfernen möchten.Markieren Sie auf der Seite ""Gruppe"" die Kontrollkästchen neben den Namen der Benutzer oder Gruppen, deren Zugriff Sie einschränken möchten.Klicken Sie auf ""Aktionen"", und klicken Sie auf ""Benutzer aus Gruppe entfernen"". Die Seite für Berechtigungen wird aktualisiert und zeigt nun an, dass die betreffenden Gruppen bzw. Benutzer keine  Berechtigungen für die Liste mehr haben.","To restrict access to a list, remove the users or groups from the group that has permission to access the list. To remove users from a group: Navigate to the Web site that contains the list and open the list whose access you want to restrict. Click the List tab to select the list ribbon open.Click &quot;Settings&quot; in the ribbon. In a document library, the button is &quot;Library Settings.&quot; On the Settings page, click &quot;List Permissions&quot; under &quot;Permissions and Administration.&quot; In the &quot;Name&quot; list, click the name of the group, from which you want to remove groups or users. On the Group page, check the boxes next to the names of the users or groups whose access you want to restrict. Click Actions, and then click Remove Users From Group. , The permissions page is updated to indicate that the groups or users in question no longer have permissions to the list.",Remove users from a group,Do you want to remove users from a group in SharePoint?
8847,DE,WLAN Störung,WLAN Störung - weitere benötigte Informationen zur Abklärung,"Danke für Ihre Anfrage. Zur Abklärung benötigen wir noch weitere Informationen.  In welchem Raum tritt das Problem auf?Bekommen Sie eine IP-Adresse via DHCP?Haben Sie auch andere SSID getestet?( public, eth / eduoram, andere)Tritt das Problem an verschiedenen Orten auf?Besteht das Problem permanent oder sporadisch?Haben andere Personen das Problem auch?Bitte teilen Sie uns die MAC Adresse ihres WLAN-Adapter mit. Hier finden Sie eine kurze Anleitung, wie sie die MAC Adresse herausfinden:Geben Sie im Suchfeld des Startmenüs cmd.exe ein. Öffnen Sie die CMD.exe (das ist die     Eingabeaufforderung). Geben Sie Im Eingabefeld den Befehl ipconfig/all ein, und bestätigen Sie mit Return.     Hinter „Physikalische Adresse“ sollten Sie die gesuchte MAC-Adresse finden.","Thank you for your inquiry. For clarification we need further information. In which room does the problem occur? Get an IP address via DHCP? Have you also tested other SSIDs? (Public, eth / eduoram, others) If the problem occurs in different places, is the problem persistent or sporadic? Persons the problem also? Please tell us the MAC address of your WLAN adapter. Here is a short tutorial on how to find the MAC address: Enter cmd.exe in the search field of the start menu. Open the CMD.exe (this is the command prompt). In the input field, enter the command ipconfig / all and confirm with Return. After &quot;Physical address&quot; you should find the MAC address you are looking for.",WLAN interference - further information needed for clarification,WLAN error
8864,DE,Der neue Mitarbeiter hat noch keine Telefon-Nr.,In Netcenter erfassen,Neue Anschlüsse müssen im Netcenter im Telkom-Wizard erfasst werden:https://www.netcenter.ethz.ch/netcenter/wizard?mid=1014#,New connections must be recorded in the Netcenter in the Telkom Wizard: https: //www.netcenter.ethz.ch/netcenter/wizard? Mid = 1014 #,Record in Netcenter,The new employee does not have a telephone number yet.
8865,DE,Wer kann eine SharePoint Wiki-Websites erstellen?,Wer kann Wiki-Websites erstellen?,"Zum Erstellen einer Wiki-Website müssen Sie über die Berechtigung zum Erstellen einer Website verfügen. Die Berechtigungsstufen können angepasst werden, aber für die meisten Websites benötigen Sie die Berechtigungsstufe ""Vollzugriff""; andernfalls muss der Administrator  Self-Service Site Creation aktivieren. Standardmäßig verfügen die  Mitglieder der Websitename-Besitzergruppe über die Berechtigungsstufe ""Vollzugriff"", aber möglicherweise wurde Ihre Website anders eingerichtet.","To create a wiki site, you must have permission to create a website. Permission levels can be customized, but most sites require the Full Control permission level; otherwise, the administrator must enable Self-Service Site Creation. By default, the members of the Site Name Owner group have Full Control permission, but your site may have been set up differently.",Who can create wiki sites?,Who can create a SharePoint Wiki site?
8853,DE,Möchten Sie eine SharePoint Wiki Seite bearbeiten?,Möchten Sie eine SharePoint Wiki Seite bearbeiten?,"Wenn Sie eine Wiki-Website erstellen, enthält die Homepage Beispielinhalt über Wikis. Sie können diesen bearbeiten oder durch eigenen Inhalt ersetzen. Am einfachsten können Sie dem Wiki Inhalt  hinzufügen, indem Sie die Homepage bearbeiten und als Platzhalter  fungierende Hyperlinks zu Seiten hinzufügen, die Sie später erstellen.Klicken Sie auf der Wiki-Seite, die Sie bearbeiten möchten, ""Bearbeiten"". Geben Sie den gewünschten Text ein. Verwenden Sie die Schaltflächen auf der Symbolleiste ""Format"", um Text zu formatieren und anderen Inhalt wie Bilder, Tabellen und Hyperlinks hinzuzufügen.Hinweis: Wenn Sie einen Browser ohne Unterstützung für ActiveX-Steuerelemente verwenden, wird die Symbolleiste ""Format"" nicht angezeigt. Stattdessen können Sie den Texts mit HTML-Tags eingeben. Weitere Informationen zum Verwenden erweiterter Textfelder finden Sie im Abschnitt ""Siehe auch"". Geben Sie zum Hinzufügen von Wiki-Hyperlinks zu anderen Seiten im Wiki den Namen der Seite in doppelten eckigen Klammern ein: [[Seitenname]].Wenn Sie z.B. einen Wiki-Hyperlink zu einer Seite namens ""Orientierungsinformationen"" hinzufügen möchten, geben Sie [[Orientierungsinformationen]] ein.Hinweis: Wenn die Seite, zu der Sie die Verknüpfung erstellen, noch nicht vorhanden ist, wird  nach dem Speichern der bearbeiteten Seite auf der Seite ein als Platzhalter fungierender punktiert unterstrichener Hyperlink angezeigt. Klicken Sie abschließend auf ""OK"".Tipp: Sie können später weiteren Inhalt hinzufügen oder bereits eingegeben Inhalt ändern, indem Sie auf ""Bearbeiten"" klicken. Wenn Sie einen als Platzhalter fungierenden Hyperlink erstellt haben, können Sie später auf den Hyperlink klicken, um die Seite zu erstellen und zu bearbeiten.","When you create a wiki site, the homepage contains sample content about wikis. You can edit it or replace it with your own content. The easiest way to add content to the wiki is to edit the homepage and add wildcard hyperlinks to pages you create later. On the wiki page you want to edit, click Edit. Enter the desired text. Use the buttons on the Format toolbar to format text and add other content, such as images, tables, and hyperlinks. Note: If you use a browser that does not support ActiveX controls, the Format toolbar will not be displayed. Instead, you can enter the text with HTML tags. For more information about using advanced text boxes, see the &quot;See Also&quot; section. To add wiki hyperlinks to other pages in the wiki, type the name of the page in double square brackets: [[page name]]. For example, if you want to add a wiki hyperlink to a page called &quot;Orientation Information&quot;, type [[ Orientation Information]]. Note: If the page you are linking to does not yet exist, a dotted hyperlink that acts as a placeholder will be displayed after saving the edited page on the page. Finally, click &quot;OK.&quot; Tip: You can add more content later, or change content already entered by clicking &quot;Edit&quot;. If you created a wildcard hyperlink, you can later click the hyperlink to create and edit the page.",Would you like to edit a SharePoint Wiki page?,Would you like to edit a SharePoint Wiki page?
8854,DE,Möchten Sie in SharePoint ein Bild in einer Wiki Seite hinzufügen?,Möchten Sie ein Bild in einer Wiki Seite hinzufügen? ,"Wenn Sie einem Wiki ein Bild hinzufügen möchten, müssen Sie dieses  zunächst auf die Website hochladen. Dazu können Sie eine Bildbibliothek  verwenden.Navigieren Sie zu der Bildbibliothek, in der das Bild enthalten ist.Verknüpfungen zu weiteren Informationen über das  Erstellen von Bibliotheken und das Hinzufügen von Dateien zu diesen  finden Sie im Abschnitt Klicken Sie auf das Bild, das Sie verwenden möchten. Klicken Sie mit der rechten Maustaste auf das Bild, und klicken Sie dann auf ""Verknüpfung kopieren"" , um die Webadresse für das Bild zu kopieren.Navigieren Sie zu der Wiki-Seite, der Sie ein Bild hinzufügen möchten.Klicken Sie auf ""Bearbeiten"" Klicken Sie auf die Position, an der das Bild eingefügt werden  soll, und klicken Sie dann auf der Symbolleiste ""Format"" für die  Wiki-Seite auf die Schaltfläche ""Bild einfügen""Fügen Sie im Feld ""Adresse"" die Webadresse für das zuvor kopierte Bild ein.Geben Sie im Feld ""Alternativer Text"" alternativen Text als Beschreibung des Bildes ein.Alternativer Text ermöglicht Benutzern mit einer Bildschirmsprachausgabe, den Inhalt von Bildern zu verstehen.","If you want to add a picture to a wiki, you must first upload it to the website. To do this, you can use an image library. Navigate to the image library that contains the image. For links to more information about creating libraries and adding files to them, see the section on the image you want to use , Right-click the image, and then click Copy Shortcut to copy the web address for the image. Navigate to the wiki page to which you want to add a picture. Click Edit. Click the location where you want to paste the picture, and then click the Insert Picture button on the Format toolbar for the wiki page. In the Address box, add the web address for the previously copied picture ein.Enter alternative text as the description of the image in the field &quot;Alternative text&quot;. Alternative text allows screen readers to understand the content of images.",Would you like to add a picture in a wiki page?,Would you like to add a picture in a wiki page in SharePoint?
8866,DE,Möchten Sie in SharePoint einen Wiki-Hyperlinks zu einer anderen Wiki-Seite hinzufügen?,Möchten Sie in SharePoint einen Wiki-Hyperlinks zu einer anderen Wiki-Seite hinzufügen? ,"Mithilfe von Wiki-Hyperlinks können Sie Seiten miteinander verbinden,  indem Sie einfach den Seitennamen verwenden und diesen in doppelte  eckige Klammern einschließen. Wiki-Hyperlinks werden ebenso erstellt,  egal, ob Sie eine Verknüpfung mit vorhandenen Wiki-Seiten oder Seiten  erstellen, die noch nicht vorhanden sind.  Wenn Ihr Team z. B. später einen Hyperlink für Schulungsprobleme  erstellen möchte, können Sie jetzt mit der Erstellung fortfahren und den  Hyperlink zu der Seite einfügen.   Der Hyperlink zu einer zukünftigen  Seite wird punktiert unterstrichen angezeigt.  Ein anderer Benutzer kann zum Erstellen der Seite später auf den als Platzhalter fungierenden unterstrichenen Hyperlink klicken, Inhalt hinzufügen und dann auf ""Erstellen"" klicken.Wenn Sie noch nicht dabei sind, die Wiki-Seite zu bearbeiten, klicken Sie auf ""Bearbeiten""Klicken Sie auf die Position, an der ein Wiki-Hyperlink eingefügt werden soll.Geben Sie den Namen der Seite eingeschlossen in doppelte eckige Klammern ein: [Seitenname]Geben Sie z. B. zum Einfügen eines Hyperlinks zu einer Seite namens ""Schulungsprobleme"" ein. Der Hyperlink wird beim Speichern der Seite erstellt.Tipp: Wenn Sie schnell einen Hyperlink von einer Wiki-Seite zurück zur Homepage des Wikis erstellen möchten, geben Sie [Home] ein.","Using wiki hyperlinks, you can join pages together by simply using the page name and enclosing it in double square brackets. Wiki hyperlinks are also created, whether you&#39;re linking to existing wiki pages or pages that do not already exist. For example, if your team For example, if you later want to create a hyperlink for training issues, you can now proceed with the build and insert the hyperlink to the page. The hyperlink to a future page will be displayed underlined. Another user may later click on the wild hyphen hyperlink, add content, and then click &quot;Create.&quot; If you are not yet editing the wiki page, click &quot;Edit.&quot; Click to the position where a wiki hyperlink should be inserted. Enter the name of the page enclosed in double square brackets: [pagename] Enter z. For example, to insert a hyperlink to a page called &quot;Training Issues.&quot; The hyperlink is created when the page is saved. Tip: If you want to quickly create a hyperlink from a wiki page back to the wiki&#39;s homepage, enter [Home].",Do you want to add a wiki hyperlink to another wiki page in SharePoint?,Do you want to add a wiki hyperlink to another wiki page in SharePoint?
8856,DE,Möchten Sie in SharePoint die Navigation auf Ihrere Teamwebseite anpassen?,Möchten Sie die Navigation auf Ihrere Teamwebseite anpassen? ,"Sie können die Navigation auf Ihrer Teamwebsite anpassen, indem Sie Links hinzufügen, entfernen oder  bearbeiten. Zum Anpassen der Navigation klicken Sie einfach auf ""LINKS BEARBEITEN"".Klicken Sie auf ""LINKS BEARBEITEN"", um die Navigation am oberen Rand der Seite anzupassen.Klicken Sie auf ""LINKS BEARBEITEN"", um die Navigation in der Schnellstartleiste anzupassen. ","You can customize navigation on your team site by adding, removing, or editing links. To customize the navigation, just click &quot;EDIT LINKS.&quot; Click &quot;EDIT LINKS&quot; to customize the navigation at the top of the page. Click &quot;EDIT LINKS&quot; to customize navigation in the Quick Launch bar.",Would you like to customize the navigation on your team website?,Would you like to customize the navigation on your team website in SharePoint?
8869,DE,Möchten Sie in SharePoint ein Link aus der Navigation löschen?,Möchten Sie ein Link aus der Navigation löschen? ,"Sie können einen Link immer aus der Navigation entfernen, beispielsweise wenn die Seite auf der Website, aber nicht in der Navigation benötigt wird. Durch das Entfernen eines Links zu einer Seite  wird nur der Link, nicht die Seite selbst gelöscht.Klicken Sie in der Schnellstartleiste oder in der oberen Navigationsleiste auf ""LINKS BEARBEITEN"", je nachdem, wo sich der Link befindet, der entfernt werden soll.Klicken Sie auf das zu dem Link gehörige ""X, um ihn aus der Navigation zu entfernen.Klicken Sie auf ""Speichern"".","You can always remove a link from the navigation, for example if the page is needed on the website but not in the navigation. Removing a link to a page deletes only the link, not the page itself. On the Quick Launch or the top navigation bar, click Edit Links, depending on where the link you want to remove is located. Click Click on the link &quot;X&quot; to remove it from the navigation. Click &quot;Save&quot;.",Would you like to delete a link from the navigation?,Do you want to delete a link from the navigation in SharePoint?
8872,DE,Möchten Sie in SharePoint eine Spalte hinzufügen?,Möchten Sie eine Spalte hinzufügen? ,"Wenn Sie eine neue Spalte hinzufügen möchten, klicken Sie auf der Registerkarte ""Liste"" in der Gruppe ""Ansichten verwalten"" auf ""Spalte erstellen"".Zum Anzeigen einer vorhandenen Spalte zeigen Sie auf eine beliebige Spalte in der Ansicht der Projektaufgabenliste und klicken dann auf ""Spalten konfigurieren""Klicken Sie links neben der anzuzeigenden Spalte auf das Kontrollkästchen, um dieses zu aktivieren, und klicken Sie dann auf ""OK"".","If you want to add a new column, on the List tab, in the Manage Views group, click Create Column. To view an existing column, point to any column in the project task list view, and then click Configure columns &quot;Click the box to the left of the column to be displayed to enable it, and then click OK.",Do you want to add a column?,Do you want to add a column in SharePoint?
8858,DE,Möchten Sie in SharePoint eine Spalte ausblenden oder löschen?,Möchten Sie eine Spalte ausblenden oder löschen? ,"Wenn Sie eine Spalte und ihre Daten löschen möchten, klicken Sie auf der Registerkarte ""Liste"" in der Gruppe ""Einstellungen"" auf ""Listeneinstellungen"".Im Abschnitt ""Spalten"" der Seite ""Einstellungen"" klicken Sie auf den Namen der zu löschenden Spalte. Auf der Seite ""Spalte ändern"" klicken Sie auf ""Löschen"".Wenn Sie eine Spalte in der Ansicht ausblenden möchten, ohne deren Daten zu löschen, zeigen Sie auf die Spaltenüberschrift der auszublendenden Spalte, und klicken Sie dann auf ""Spalte ausblenden"".","If you want to delete a column and its data, on the List tab, in the Preferences group, click List Settings. In the Columns section of the Preferences page, click the name of the column you want to delete. On the Change Column page, click Delete. If you want to hide a column in the view without deleting its data, point to the column header of the column you want to hide, and then click Hide Column.",Do you want to hide or delete a column?,Do you want to hide or delete a column in SharePoint?
8859,DE,Möchten Sie in SharePoint eine Ansicht erstellen?,Möchten Sie eine Ansicht erstellen? ,"Die Standardansicht für die Projektaufgabenliste ist für die einfache Verwaltung der Arbeit gedacht, aber Sie haben möglicherweise bestimmte Anforderungen, die durch andere Ansichten Ihrer Daten besser erfüllt  werden. Sie können eine neue Ansicht erstellen oder eine vorhandene Ansicht ändern.So erstellen Sie eine neue Ansicht:Klicken Sie auf der Registerkarte ""Liste"" in der Gruppe ""Ansichten verwalten"" auf  ""Ansicht erstellen""Wählen Sie den Typ der zu erstellenden Ansicht aus.Wenn Sie eine Standard-, Datenblatt- oder Kalenderansicht  auswählen, müssen Sie ggf. eine neue Ansicht erstellen oder eine vorhandene Ansicht ändern. Wenn Sie wissen möchten, wie eine Ansicht  erstellt oder geändert wird, klicken Sie auf den Link im Abschnitt ""Siehe auch"".Wenn Sie eine Balkendiagrammansicht auswählen, bei der es sich um die Standardansicht für die Projektaufgabenliste handelt, dann wählen Sie die Felder aus, die in den Tabellenbereich der Ansicht einbezogen werden sollen, aber Sie wählen außerdem aus, welche Felder zum Darstellen der Vorgangsbalken verwendet werden.","The default view for the project to-do list is designed to help you easily manage the work, but you may have specific needs that are better served by other views of your data. You can create a new view or change an existing view. To create a new view: On the List tab, in the Manage Views group, click Create View. Select the type of view you want to create If you select a Standard, Datasheet, or Calendar view, you may need to create a new view or change an existing view. If you want to know how to create or modify a view, click the link in the &quot;See Also&quot; section. If you select a bar chart view, which is the default view for the project task list, select the fields which should be included in the table space of the view, but you also choose which fields to use to represent the task bars.",Do you want to create a view?,Do you want to create a view in SharePoint?
8860,DE,Möchten Sie SharePoint 2013 Inhalt mit Outlook synchronisieren?,Möchten Sie SharePoint 2013 Inhalt mit Outlook synchronisieren? ,Diese Funktion ist bei der ETH leider noch nicht aktiviert. ,"Unfortunately, this function is not yet activated at the ETH.",Do you want to sync SharePoint 2013 content with Outlook?,Do you want to sync SharePoint 2013 content with Outlook?
